Word	Label
ਮਸਲੇ	punjabi
બાંધી	gujarati
દરખાસ્ત	gujarati
ਅਨੁਵਾਦਕ	punjabi
இலக்கை	tamil
નિમણૂક	gujarati
fined	latin
ਬੈਡਮਿੰਟਨ	punjabi
ನೋ	kannada
വൻതോതിൽ	malayalam
देशलाई	deva
பிரபாகரன்	tamil
ನವ್ಯ	kannada
মক্কায়	ben_ass
ತುಲನಾತ್ಮಕವಾಗಿ	kannada
સર્પ	gujarati
ಸಮತೋಲನ	kannada
જુદાં	gujarati
સાંભળી	gujarati
ಪಾತ್ರಗಳ	kannada
விவேக்	tamil
நாட்டுக்கு	tamil
વિનાશ	gujarati
نيم	arabic
broader	latin
contestant	latin
Ubuntu	latin
ਹਥਿਆਰਾਂ	punjabi
மக்களவையில்	tamil
ചിത്രങ്ങളിലും	malayalam
ਮੇਅਰ	punjabi
ಸ್ವಾತಂತ್ರ್ಯವನ್ನು	kannada
ورهايل	arabic
जीर्ण	deva
ebn	latin
ਚਲਿਆ	punjabi
Qualification	latin
காதலை	tamil
Rediff	latin
ਮਾਪੇ	punjabi
ஆரம்	tamil
வடகிழக்கில்	tamil
آفيسرن	arabic
खेल्छन्	deva
ਅਤਿਅੰਤ	punjabi
লণ্ডনৰ	ben_ass
ఓడించి	telugu
मनोनीत	deva
জার্সি	ben_ass
இப்படிப்பட்ட	tamil
ৰয়	ben_ass
कुळातील	deva
એકાદશી	gujarati
ھيٺين	arabic
ਤਿੰਨਾਂ	punjabi
জনজাতিৰ	ben_ass
ক্যান্সারের	ben_ass
જામ	gujarati
માસ્ટર	gujarati
यसबाहेक	deva
તૈનાત	gujarati
ಪದರ	kannada
సృష్టి	telugu
એક્સેસ	gujarati
మండలాల	telugu
قوتوں	arabic
ईंट	deva
crookat	latin
மிளகு	tamil
സവിശേഷ	malayalam
yuv	latin
साड़ी	deva
നിരീക്ഷണം	malayalam
பங்கேற்று	tamil
curves	latin
రైళ్ళు	telugu
സീരീസ്	malayalam
ઘરની	gujarati
പ്രവാഹം	malayalam
નિવેદન	gujarati
ನಿಗಮ	kannada
प्रदूषित	deva
syntax	latin
ನಿಷೇಧ	kannada
ਬਾਬਰ	punjabi
టన్నుల	telugu
પર્વતો	gujarati
خورشید	arabic
સપોર્ટ	gujarati
ಮುಂದುವರೆಯಿತು	kannada
آءُ	arabic
duck	latin
ਮਨੀ	punjabi
સ્થાનીય	gujarati
ഭാഷകളിലേക്ക്	malayalam
ਕੁਮਾਰੀ	punjabi
ஏற்றவாறு	tamil
മനുഷ്യരെ	malayalam
ప్రదానం	telugu
గట్టి	telugu
Bukhari	latin
ਵੇਚਣ	punjabi
ലേ	malayalam
ഗുഹകൾ	malayalam
கீழுள்ள	tamil
ਚੁੱਕ	punjabi
నున్న	telugu
இவரால்	tamil
രഹസ്യമായി	malayalam
مخلص	arabic
అక్బర్	telugu
ಕ್ಯಾಲಿಫೋರ್ನಿಯಾದ	kannada
വസിക്കുന്നു	malayalam
એટલાન્ટા	gujarati
கோழிக்கோடு	tamil
ఆమదాలవలస	telugu
ਰਾਮਦਾਸ	punjabi
അഭ്യസിച്ചു	malayalam
ittar	latin
இருக்கக்கூடும்	tamil
അർദ്ധ	malayalam
೦೦	kannada
جڑی	arabic
ഇന്ത്യക്ക്	malayalam
آبادیات	arabic
teaspoon	latin
ஊடகங்களில்	tamil
ഇനമാണ്	malayalam
పద్మ	telugu
ഫേസ്	malayalam
অন্যান্যদের	ben_ass
مجیب	arabic
ഇതുമൂലം	malayalam
ചെന്നൈയിലെ	malayalam
నామకరణం	telugu
ನಿಯಮಿತವಾಗಿ	kannada
சங்கங்கள்	tamil
aagaaz	latin
ತಳಿಗಳು	kannada
باتھ	arabic
ಘಟನೆಗಳ	kannada
ಈಶ್ವರ	kannada
ஆரம்பித்த	tamil
ਵਣਜਾਰਾ	punjabi
ڪمانڊر	arabic
ਬਰਫ਼	punjabi
பெல்ஜியம்	tamil
టర్కీ	telugu
കളർ	malayalam
semester	latin
टेलिविज़न	deva
પરિણમે	gujarati
கருதினார்	tamil
కర్ణుడు	telugu
gopal	latin
709	latin
ವಿಶ್ವದಲ್ಲೇ	kannada
નિરૂપણ	gujarati
യാത്രയിൽ	malayalam
पैगंबर	deva
মোকাবিলা	ben_ass
opener	latin
ಪ್ರಮುಖರು	kannada
পুল	ben_ass
കൊല്ലവർഷം	malayalam
শিকারী	ben_ass
पॆठ	deva
ਪ੍ਰਤੀਤ	punjabi
ઉમેદવાર	gujarati
இறுதிக்	tamil
Yuan	latin
వేళ	telugu
ಆಡಳಿತದಲ್ಲಿ	kannada
சென்னையிலிருந்து	tamil
स्ट्राइकर	deva
లోకసభ	telugu
چوٽي	arabic
रिकॉर्ड्स	deva
ಸದಸ್ಯರಾಗಿದ್ದರು	kannada
গর্ত	ben_ass
இடமாகும்	tamil
പുത്തൻ	malayalam
நாகேஷ்	tamil
दुर्गः	deva
મિશન	gujarati
madhyei	latin
ஆகிறது	tamil
जादा	deva
1906ء	arabic
ਬਹੁਤੀ	punjabi
કાર્યક્રમમાં	gujarati
1927ع	arabic
ਚੁੱਕੀਆਂ	punjabi
பிரிவுகளைக்	tamil
ബിസി	malayalam
رھندو	arabic
నెల్లూరులో	telugu
മറ്റെല്ലാ	malayalam
ইহঁতক	ben_ass
ಗಮನಕ್ಕೆ	kannada
ছপা	ben_ass
১০৫	ben_ass
తెలుపు	telugu
അലങ്കാര	malayalam
ಸಂಗಮ	kannada
सेन्ट्रल	deva
ఒకడు	telugu
సునీల్	telugu
പ്രസിഡന്റും	malayalam
તીર્થંકર	gujarati
ਟਿੱਪਣੀ	punjabi
హైడ్రోజన్	telugu
तिथून	deva
ਪੋਲਿਸ਼	punjabi
ਖਪਤ	punjabi
ಪ್ರಯೋಗಗಳು	kannada
ਕਾਉਂਟੀ	punjabi
पदभार	deva
ഗ്രന്ഥത്തിന്റെ	malayalam
அள்ளி	tamil
రాజ్యంలో	telugu
സാമ്രാജ്യത്തിലെ	malayalam
वक़्त	deva
कॅरिबियन	deva
அடர்	tamil
பிரச்சினைகளை	tamil
೧೯೭೬	kannada
ಸ್ನೇಹಿತ	kannada
१८३०	deva
పద్ధతులు	telugu
पुस्तकातील	deva
அதனைப்	tamil
Lights	latin
അറ്റത്ത്	malayalam
மேற்கூறிய	tamil
ముఖ్యమైనవి	telugu
અમને	gujarati
শোভা	ben_ass
নিজেদেরকে	ben_ass
வளர்ந்தது	tamil
ਹਜ਼ਰਤ	punjabi
பயிலும்	tamil
భారీగా	telugu
ഓക്സൈഡ്	malayalam
کشف	arabic
ನಾಯಿ	kannada
എയ്	malayalam
நரம்பியல்	tamil
kuiandaikas	latin
विकाश	deva
ಕಾರ್ಯಕಾರಿ	kannada
ਪ੍ਰਵਾਨ	punjabi
अध्ययनको	deva
আইল্যান্ড	ben_ass
ನೀಡುವಂತೆ	kannada
ਸਹਾਰਾ	punjabi
मनुष्यस्य	deva
પિતાનું	gujarati
குடும்பப்	tamil
കിയത്	malayalam
சாப்பிட	tamil
ಗಣಿ	kannada
മത്തായി	malayalam
ఆడ	telugu
తెచ్చి	telugu
फ़्रांस	deva
ਘਿਰਿਆ	punjabi
নিত্য	ben_ass
ധാരണ	malayalam
طاقتوں	arabic
इज्जत	deva
ગ્રાહકોને	gujarati
വർഷത്തിനു	malayalam
लागवडीला	deva
स्वतःचा	deva
નરમ	gujarati
முயற்சியால்	tamil
প্রথমেই	ben_ass
তালা	ben_ass
ಲೀಡ್ಸ್	kannada
ఆధిపత్యం	telugu
سودا	arabic
13வது	tamil
മഹൽ	malayalam
ശക്തിയായി	malayalam
खुप	deva
લોકશાહી	gujarati
વાગરા	gujarati
उचाइ	deva
প্রদর্শনীর	ben_ass
ਫ਼ਰਕ	punjabi
ഇരുപത്	malayalam
உடைத்து	tamil
بودھ	arabic
ચીફ	gujarati
கலாம்	tamil
صابر	arabic
శ్రీనివాస	telugu
నగరంలోని	telugu
গ্যারি	ben_ass
بنيادن	arabic
সুন্দরবনের	ben_ass
સીટી	gujarati
೪೦೦	kannada
ఛైర్మన్	telugu
خانم	arabic
గోధుమ	telugu
భద్రాద్రి	telugu
গির্জার	ben_ass
السّلام	arabic
ಪರೀಕ್ಷೆಯನ್ನು	kannada
ટૂર	gujarati
ടാഗോർ	malayalam
సంస్థలో	telugu
شنکر	arabic
సంవత్సరాలుగా	telugu
nikaala	latin
टिममा	deva
చిత్రాలను	telugu
پھینک	arabic
খেলায়	ben_ass
ਲਾਈਵ	punjabi
పక్క	telugu
அசோக்	tamil
રાખ્યા	gujarati
ಆಳ್ವಿಕೆಯಲ್ಲಿ	kannada
வெளியிடப்படும்	tamil
પુરૂષ	gujarati
દ્વીપ	gujarati
వ్యవహరిస్తారు	telugu
পর্দার	ben_ass
പാർവതി	malayalam
Laser	latin
ഡാർവിൻ	malayalam
ਚਿੱਤਰਾਂ	punjabi
೩೩	kannada
Chicken	latin
ফণী	ben_ass
பெருங்கடலில்	tamil
پوشیدہ	arabic
ಅಲ್ಲೇ	kannada
നിലകളിലും	malayalam
బండి	telugu
இருக்கையில்	tamil
kanan	latin
enjoyable	latin
ਲੋਕਗੀਤ	punjabi
ਸ਼ਾਂਤ	punjabi
പ്രതിഭാസം	malayalam
نسخے	arabic
incorporating	latin
ਦੁਰਗਾ	punjabi
അടിസ്ഥാനത്തിലാണ്	malayalam
ಅನಿಲದ	kannada
அகன்ற	tamil
চাকুরী	ben_ass
കാലിക്കറ്റ്	malayalam
૧૯૭૩	gujarati
ಸಕಾರಾತ್ಮಕ	kannada
പ്രസ്സ്	malayalam
૧૯૭૭	gujarati
hamro	latin
પેપર	gujarati
آدمیوں	arabic
ওয়ার্নার	ben_ass
നിലവില്	malayalam
ವ್ಯಾಪಾರಿಗಳು	kannada
Saheb	latin
नदीची	deva
نان	arabic
ਸਮਗਰੀ	punjabi
গুহ	ben_ass
போராளிகள்	tamil
சைமன்	tamil
നാഥ്	malayalam
ભાષાનો	gujarati
ਉਹਦੀ	punjabi
ஒருவரும்	tamil
இதைச்	tamil
Aditya	latin
પોર્ટુગીઝ	gujarati
ವಹಿಸಿದ್ದರು	kannada
BSNL	latin
അസ്	malayalam
అల్లుడు	telugu
ದುಬೈ	kannada
emergence	latin
மாற்றப்பட்டு	tamil
அன்	tamil
વાગ્યે	gujarati
எரிக்	tamil
ھا	arabic
Courts	latin
Halt	latin
૧૯૮૨	gujarati
collided	latin
Lionel	latin
ಉದ್ದೇಶಗಳಿಗಾಗಿ	kannada
مرتفع	arabic
ਅਹਿਮਦਾਬਾਦ	punjabi
লামার	ben_ass
ਹਾਜ਼ਰੀ	punjabi
পর্তুগালের	ben_ass
ਉਪਨਾਮ	punjabi
ہالٹ	arabic
மாவட்டத்	tamil
wandering	latin
Patent	latin
பன்னிரு	tamil
സ്മിത്ത്	malayalam
నేపాల్	telugu
આંકડાઓ	gujarati
வெளியிட்டுள்ள	tamil
ਬਹਾਦੁਰ	punjabi
തിരൂർ	malayalam
ಏನಾದರೂ	kannada
ఆంధ్రా	telugu
നിർവ്വഹിച്ച	malayalam
ಕಂದಾಯ	kannada
ਪਤਨ	punjabi
पालि	deva
rajkiya	latin
ટુર્નામેન્ટ	gujarati
ਰੰਧਾਵਾ	punjabi
शन	deva
ಸೈನಿಕರ	kannada
ಪ್ರತಿನಿಧಿಗಳು	kannada
എന്നതു	malayalam
ಸಂಗ್ರಹಿಸಿದ	kannada
निर्मितानि	deva
দুয়োখন	ben_ass
पाहुणे	deva
கதைகளில்	tamil
منعقدہ	arabic
உழைப்பு	tamil
দপ্তরের	ben_ass
સૈનિક	gujarati
শৈশবে	ben_ass
adityanath	latin
tigers	latin
उपजाऊ	deva
gayo	latin
karagar	latin
انفارمیشن	arabic
ಮಾತನಾಡಿ	kannada
ಜಿಲ್ಲೆಗಳ	kannada
भाऊसाहेब	deva
ವೀಡಿಯೊ	kannada
वायुयान	deva
ઉત્કૃષ્ટ	gujarati
మానవులు	telugu
૧૯૬૯	gujarati
ಪಾಲನ್ನು	kannada
ఇండోర్	telugu
நகரத்திலிருந்து	tamil
ਅੰਦਾਜ਼ਾ	punjabi
வித்தியாசம்	tamil
explicitly	latin
چائنا	arabic
ನ್ಯಾಯಾಂಗ	kannada
ਪ੍ਰੀਸ਼ਦ	punjabi
குழந்தைகளில்	tamil
പടിഞ്ഞാറായി	malayalam
tannai	latin
भूमिकेसाठी	deva
ഇര	malayalam
క్రీడాకారుడు	telugu
घुसपैठ	deva
తి	telugu
ആളുകൾക്ക്	malayalam
ਮਾਰਕਸਵਾਦ	punjabi
सूरी	deva
கலாசார	tamil
ਕੰਧਾਂ	punjabi
ముఖం	telugu
વધ	gujarati
ਮਗਰ	punjabi
નિકાલ	gujarati
வளிமண்டலத்தில்	tamil
ವ್ಯಾಟ್ಸನ್	kannada
முதலாவதாக	tamil
ఆక్సైడ్	telugu
ਕਮਾਲ	punjabi
वर्तन	deva
ਤਾਲ	punjabi
வடமேற்கில்	tamil
വിഷ്വൽ	malayalam
আলাদাভাবে	ben_ass
చెక్క	telugu
नेपालदेशस्य	deva
ڦٽي	arabic
கொடுக்கப்பட்டது	tamil
वृक्षस्य	deva
ಕರೆಯಲಾಯಿತು	kannada
উৎসের	ben_ass
പന്ത്രണ്ടു	malayalam
బిగ్	telugu
ಯಾ	kannada
ਰਾਜੀਵ	punjabi
ਸੈਨਿਕ	punjabi
வியாழன்	tamil
thorough	latin
वेदको	deva
Sword	latin
ਐੱਲ	punjabi
ਜੱਟਾਂ	punjabi
ਵੱਜੋਂ	punjabi
ਪੰਚਾਇਤ	punjabi
വിശ്വനാഥൻ	malayalam
844	latin
ভূখণ্ড	ben_ass
پہل	arabic
కిమీ	telugu
ورتا	arabic
ಇಷ್ಟ	kannada
மதிப்பில்	tamil
कंगना	deva
ਬਰਕਰਾਰ	punjabi
વિદેશમાં	gujarati
সন্দ্বীপ	ben_ass
പ്രാപിച്ചു	malayalam
ಸಿದ್ಧಾಂತಗಳು	kannada
പ്പെടെ	malayalam
ఉపయోగించారు	telugu
ತೃತೀಯ	kannada
ਫ਼ਾਰ	punjabi
ಸಕ್ರಿಯವಾಗಿ	kannada
நிகர	tamil
കഴിയാതെ	malayalam
માંગતા	gujarati
ఒకరి	telugu
ಅಭಿನಯಿಸಿದ	kannada
పసిఫిక్	telugu
مامور	arabic
بلین	arabic
preceded	latin
१७९९	deva
ஒடுக்க	tamil
adhikamak	latin
ফরিদ	ben_ass
કચરો	gujarati
ஆட்ட	tamil
விவரங்களை	tamil
కర్మ	telugu
गणिती	deva
wrap	latin
கேமரா	tamil
ज़िंदगी	deva
முயற்சிகளை	tamil
نم	arabic
ವಾಹಕ	kannada
ਅਰਸੇ	punjabi
vivechana	latin
प्रबोधिनी	deva
શિયાળામાં	gujarati
નડાલ	gujarati
കാരണത്താൽ	malayalam
सल्फर	deva
ٻيڙين	arabic
حسنی	arabic
છાપ	gujarati
Arlington	latin
తీర	telugu
શક્યો	gujarati
ड्रॉ	deva
ਕਮਾਂਡਰ	punjabi
மெகா	tamil
હરિયાણા	gujarati
ಉಣ್ಣೆ	kannada
மாங்கனீசு	tamil
2009లో	telugu
मार्गमा	deva
বিপ্লৱৰ	ben_ass
ਇਉਂ	punjabi
സന്ദർശിച്ച	malayalam
ఏర్పడి	telugu
புலனாய்வு	tamil
ದೋಷ	kannada
ਜੀਵਤ	punjabi
প্রস্তর	ben_ass
ਲਿਮਟਿਡ	punjabi
ஊற்றி	tamil
ക്കൊപ്പം	malayalam
બનાવવાનો	gujarati
ఆదిలాబాదు	telugu
യുവജന	malayalam
মৰা	ben_ass
દસ્તાવેજી	gujarati
چنیوٹ	arabic
Heavyweight	latin
వ్యయంతో	telugu
pills	latin
കർണാടകയിലെ	malayalam
ತಯಾರಿಕೆಯ	kannada
ಆಮ್ಲದ	kannada
പ്രമുഖനായ	malayalam
வைத்திருந்தார்	tamil
backdrop	latin
आईएएस	deva
దేశపు	telugu
પ્રોત્સાહિત	gujarati
വരാം	malayalam
చిత్రాలకు	telugu
معاش	arabic
നിമിഷം	malayalam
वेदांग	deva
ٻير	arabic
సౌదీ	telugu
തീരുമാനിച്ചത്	malayalam
சைக்கிள்	tamil
মান্না	ben_ass
ਐਲਨ	punjabi
ஒழிப்பு	tamil
ভাষাটি	ben_ass
மாறிலி	tamil
چاهيو	arabic
నెం	telugu
987	latin
প্ৰশাসন	ben_ass
மற்றுமொரு	tamil
હકીકત	gujarati
బ్రెజిల్	telugu
टंक	deva
రైతుల	telugu
അപൂർവ്വമായി	malayalam
aria	latin
തടഞ്ഞു	malayalam
ಜೀವಶಾಸ್ತ್ರ	kannada
ਘੇਰੇ	punjabi
ਲਾਲਾ	punjabi
വിദൂര	malayalam
বাজি	ben_ass
લીલો	gujarati
সন্ধ্যায়	ben_ass
ప్రేక్షకుల	telugu
સિવિલ	gujarati
ਪਿਆਰੇ	punjabi
കെട്ടിടത്തിന്റെ	malayalam
Vintage	latin
मार्क्सवाद	deva
spiral	latin
দারিদ্র্য	ben_ass
దానిలో	telugu
দিবাগত	ben_ass
ડાઉનલોડ	gujarati
నెల్లూరులోనూ	telugu
پڑھیے	arabic
വച്ച	malayalam
பழனிசாமி	tamil
باقاعده	arabic
مترادف	arabic
జమ్మూ	telugu
सिमसार	deva
ಖಚಿತ	kannada
ശശികുമാർ	malayalam
நார்வே	tamil
ڪلڪتي	arabic
ಕೋಚ್	kannada
ਛਾਪਿਆ	punjabi
சாப்பிட்டு	tamil
న్యాయవాది	telugu
கடின	tamil
جذباتی	arabic
ওচৰ	ben_ass
ಫುಲ್	kannada
لکيون	arabic
ਸਾਫ	punjabi
ਸੁੱਟ	punjabi
ஏற்படக்கூடிய	tamil
جاگیر	arabic
வசதியாக	tamil
అవార్డును	telugu
લેશે	gujarati
മിശ്രിതം	malayalam
ರೇಖೆ	kannada
mukaamat	latin
સેનાએ	gujarati
ব্রাদার্স	ben_ass
ਉਪਯੋਗ	punjabi
മിസ്റ്റർ	malayalam
ਐਤਵਾਰ	punjabi
accountability	latin
ఆకాశవాణి	telugu
వచ్చినా	telugu
తీరు	telugu
ਅਖਾਣ	punjabi
بھتر	arabic
ಗಳಿಸಿದ್ದಾರೆ	kannada
నరేంద్ర	telugu
ఒకరోజు	telugu
ശസ്ത്രക്രിയ	malayalam
మదనపల్లె	telugu
দূতাবাসের	ben_ass
ਬੇ	punjabi
কমপ্লেক্সে	ben_ass
કોર્ટમાં	gujarati
മാസത്തിലെ	malayalam
వ్యాపారాత్మక	telugu
अभ्यंकर	deva
ৰ্ড	ben_ass
ਤਾਰੀਖ	punjabi
ക്ഷേത്രങ്ങളും	malayalam
তেমনই	ben_ass
ആഘോഷം	malayalam
ਅਥਲੀਟ	punjabi
সিদ্দিক	ben_ass
ബാല്യം	malayalam
खांसी	deva
गर्थ्यो	deva
കൊടുക്കുകയും	malayalam
1725	latin
आइटम	deva
உலகை	tamil
രൂപത്തിലാണ്	malayalam
પોષણ	gujarati
ਤਦ	punjabi
ત્રણેય	gujarati
اوچو	arabic
ਪਟੇਲ	punjabi
ਦਰਿਆਵਾਂ	punjabi
policeulu	latin
ಹೇಳಿತು	kannada
ਤਾਰਾਮੰਡਲ	punjabi
ਤਹਿ	punjabi
சதுப்பு	tamil
تھوڑے	arabic
સ્ટેટ્સના	gujarati
মেয়েকে	ben_ass
ਸਾਖੀ	punjabi
पहाडमा	deva
ਉਚਾਰਨ	punjabi
આંખો	gujarati
પક્ષો	gujarati
ഊർജ്ജ	malayalam
रावसाहेब	deva
साध्वी	deva
چيل	arabic
રસાયણ	gujarati
ಬಿಎನ್	kannada
ধনেশ	ben_ass
અદ્યતન	gujarati
गिफ्ट	deva
কলার	ben_ass
ਇੰਟਰਨੈਟ	punjabi
ಬಚ್ಚನ್	kannada
వైట్	telugu
எதிரி	tamil
કર્મ	gujarati
ઓસ્ટ્રેલિયામાં	gujarati
आजपर्यंत	deva
ജമാഅത്തെ	malayalam
irukku	latin
ಪ್ರಾಧ್ಯಾಪಕರಾಗಿ	kannada
838	latin
وکلا	arabic
అంకితం	telugu
ਮਹਾਂਕਾਵਿ	punjabi
நுண்ணறிவு	tamil
లేకపోతే	telugu
શાળાના	gujarati
Dept	latin
irunnu	latin
ਮੁੱਲਾਂ	punjabi
Telecommunications	latin
૧૯૯૮	gujarati
ਬੂਟੇ	punjabi
மெய்நிகர்	tamil
అన్నం	telugu
कहेंगे	deva
ದೊರೆತಿವೆ	kannada
ગૌરવ	gujarati
మరియూ	telugu
ڀنڀور	arabic
देशाला	deva
రుచి	telugu
பயன்பட்டது	tamil
ഓർ	malayalam
ਵਿੱਚੋ	punjabi
فائديمند	arabic
stabbed	latin
ರೂಪಿಸಲು	kannada
জুলিয়ান	ben_ass
सर्वम्	deva
తరహా	telugu
கம்பி	tamil
అన్నమయ్య	telugu
એડવર્ડ	gujarati
aghat	latin
વિકસાવી	gujarati
చేయుటకు	telugu
दिखायी	deva
ಲಾವಣಿ	kannada
નિષ્ફળતા	gujarati
ಪ್ರಕ್ರಿಯೆಗೆ	kannada
لئنگئيج	arabic
ਪਲੇਟ	punjabi
પ્લેટફોર્મ	gujarati
വ്യാജ	malayalam
جرات	arabic
MiG	latin
ಸ್ಫೂರ್ತಿ	kannada
ಗ್ರಂಥಗಳಲ್ಲಿ	kannada
పామర్రు	telugu
ఆసుపత్రిలో	telugu
শন	ben_ass
सायं	deva
வந்தவாசி	tamil
പ്രോട്ടോക്കോൾ	malayalam
അടുത്തിടെ	malayalam
లాస్	telugu
ಭಾಗಗಳಿಗೆ	kannada
బదులు	telugu
மோசமாக	tamil
Forecasts	latin
ਅੱਲ੍ਹਾ	punjabi
गोरखनाथ	deva
વિશ્વનો	gujarati
शिफारस	deva
રૂમ	gujarati
ധനസഹായം	malayalam
૧૯૯૯	gujarati
మొదలగునవి	telugu
வழியாகச்	tamil
ವಿಗ್ರಹ	kannada
ಪ್ರವಾಹದ	kannada
നൽകും	malayalam
ক্যাশ	ben_ass
வானூர்திகள்	tamil
ಚೈತನ್ಯ	kannada
રૂપાંતર	gujarati
ಚಲನಚಿತ್ರವನ್ನು	kannada
பெயர்களும்	tamil
ಶರಣ	kannada
723	latin
રાજ્યનાં	gujarati
எனுமிடத்தில்	tamil
مطلوبہ	arabic
அடுத்துள்ள	tamil
పదవిని	telugu
স্বত্ত্বেও	ben_ass
যশ	ben_ass
ਮੁਸ਼ਕਿਲ	punjabi
ਗੋਲੀਆਂ	punjabi
ಸಾಧನೆಯನ್ನು	kannada
shunya	latin
चकित	deva
పక్షి	telugu
સંજોગોમાં	gujarati
ڪوئيٽا	arabic
मणी	deva
તેટલી	gujarati
ਈਅਰ	punjabi
मराठ्यांनी	deva
മതിയായ	malayalam
লেবেল	ben_ass
ഇന്റര്	malayalam
નકશા	gujarati
پولش	arabic
గ్రామాలకు	telugu
தற்சமயம்	tamil
ਖਣਿਜ	punjabi
ٽيلي	arabic
বিতাড়িত	ben_ass
സംഗീതജ്ഞർ	malayalam
வணிகவியல்	tamil
இவருடன்	tamil
મીઠા	gujarati
স্মৃতিসৌধ	ben_ass
ತೋರಿಸಲು	kannada
ಹೊಂದಿದ್ದರೂ	kannada
بیور	arabic
مٽاسٽا	arabic
ਪ੍ਰੇਰਣਾ	punjabi
تلقین	arabic
திட்டமிட்ட	tamil
altogether	latin
ದಾಖಲೆಗಳ	kannada
টিউব	ben_ass
അഭാവം	malayalam
cured	latin
கண்டறிதல்	tamil
aavya	latin
শপিং	ben_ass
உள்ளடக்கியுள்ளது	tamil
गोलो	deva
പൂനെ	malayalam
بھیڑ	arabic
పోలి	telugu
મહત્ત્વના	gujarati
வருகிற	tamil
അഭിമുഖം	malayalam
सर्ने	deva
jova	latin
944	latin
સિદ્ધિ	gujarati
ಪ್ರಾಬಲ್ಯ	kannada
त्वम्	deva
स्कूलमा	deva
വാഷിങ്ടൺ	malayalam
ਆਮਤੌਰ	punjabi
ਪਹਿਲੂਆਂ	punjabi
అమ్మా	telugu
ಸಂಶೋಧನೆಯು	kannada
शुद्धीकरण	deva
૧૯૭૮	gujarati
উইল	ben_ass
ஆயிரத்து	tamil
വിനീത്	malayalam
નાખે	gujarati
ਸੁਪਨੇ	punjabi
பொதுமக்களின்	tamil
PK	latin
ಬದುಕನ್ನು	kannada
ముఖర్జీ	telugu
ஆண்டிற்கு	tamil
வேளாளர்	tamil
భావం	telugu
રોગના	gujarati
ਸੱਸੀ	punjabi
कथम्	deva
युगांडा	deva
ইয়র্কশায়ার	ben_ass
ಕ್ರಿಯೆಗೆ	kannada
చుట్టుపక్కల	telugu
எதை	tamil
ਦੱਸਣ	punjabi
ਨਿਕਲਿਆ	punjabi
ভাইরাসের	ben_ass
سنئون	arabic
ਨਿਯਮਤ	punjabi
واسطہ	arabic
খেলোয়াড়	ben_ass
சுதேச	tamil
ಸ್ವಾಭಾವಿಕವಾಗಿ	kannada
പട്ടേൽ	malayalam
پھیلے	arabic
മലയാളചലച്ചിത്ര	malayalam
ধৰ্ষণ	ben_ass
বৌদ্ধধর্ম	ben_ass
দ্রুতগামী	ben_ass
హామీ	telugu
புறத்தில்	tamil
বছরেই	ben_ass
സോളാർ	malayalam
ڪارل	arabic
സ്ഥാനത്താണ്	malayalam
آء	arabic
আঠ	ben_ass
કોલ	gujarati
கொடுப்பது	tamil
സെർച്ച്	malayalam
৫ই	ben_ass
رطوبت	arabic
முற்றாக	tamil
మరుగుదొడ్ల	telugu
عليءَ	arabic
DS	latin
ಹೊಂದಿರುವುದು	kannada
ہماچل	arabic
এফএ	ben_ass
વાલ	gujarati
தரப்படும்	tamil
பாதுகாப்பை	tamil
Raza	latin
પ્રાચિન	gujarati
நீங்களும்	tamil
ప్రాధాన్యతా	telugu
অমূল্য	ben_ass
yantra	latin
அகம்	tamil
क्यालिफोर्निया	deva
పిక్చర్స్	telugu
జార్జ్	telugu
સ્વચ્છ	gujarati
तहरीर	deva
Floyd	latin
திப்பு	tamil
മാവ്	malayalam
ਖੂਬਸੂਰਤ	punjabi
ਔਸਤਨ	punjabi
ಸ್ನೇಹಿತರು	kannada
వాడుక	telugu
affiliates	latin
ਪੰਜਵੇਂ	punjabi
கிடைத்துள்ளன	tamil
ಒಳಗಡೆ	kannada
সন্নিবিষ্ট	ben_ass
নিঃসন্দেহে	ben_ass
ಆನುವಂಶಿಕ	kannada
উড্ডয়ন	ben_ass
ದಂತ	kannada
শ্রীলঙ্কায়	ben_ass
கொண்டுவந்து	tamil
మీడియాలో	telugu
ప్రమాదంలో	telugu
ڪريون	arabic
ਬਤੀਤ	punjabi
ਮਾਡਲਿੰਗ	punjabi
ശബ്ദ	malayalam
ক্যারিবীয়	ben_ass
ஒலிப்பதிவு	tamil
ಪರ್ವತಗಳು	kannada
گاجي	arabic
Leopard	latin
કાયમ	gujarati
કોઈને	gujarati
ചൗധരി	malayalam
பிரார்த்தனை	tamil
പരമ്പരാഗതമായ	malayalam
ਥੋੜਾ	punjabi
ਸ਼ਾਨ	punjabi
ریت	arabic
additions	latin
پروٹسٹنٹ	arabic
కొల్లూరి	telugu
ദേശാടനം	malayalam
নিদৰ্শন	ben_ass
जिलानुसार	deva
तानाशाही	deva
ತರಲಾಯಿತು	kannada
குரூப்	tamil
Colour	latin
તર્ક	gujarati
पोटात	deva
ਮਹਾਰਾਜ	punjabi
ಪ್ರಯೋಜನ	kannada
രാജവംശത്തിലെ	malayalam
আহমদের	ben_ass
લોકસભા	gujarati
سارو	arabic
তরফ	ben_ass
నివృత్తి	telugu
ടൈഗർ	malayalam
ಗ್ಲೋಬ್	kannada
ಕನ್ನಡಿಗರು	kannada
પ્રજનન	gujarati
9వ	telugu
পিতামাতার	ben_ass
